Query_Image,Query_Path,True_Identity,Predicted_Identity,Matched_Gallery_Image,Matched_Gallery_Path,Confidence_Score,Confidence_Percentage,Match_Status,Is_Correct
017_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\distortion\017_frontal_noisy.jpg,017_frontal,017_frontal,017_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\017_frontal.jpg,0.9937000274658203,99.37,CORRECT,True
017_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\distortion\017_frontal_rainy.jpg,017_frontal,017_frontal,017_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\017_frontal.jpg,0.9908000230789185,99.08,CORRECT,True
017_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\distortion\017_frontal_resized.jpg,017_frontal,017_frontal,017_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\017_frontal.jpg,0.9998999834060669,99.99,CORRECT,True
017_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\distortion\017_frontal_sunny.jpg,017_frontal,017_frontal,017_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\017_frontal\017_frontal.jpg,0.9958999752998352,99.59,CORRECT,True
018_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_blurred.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.9998000264167786,99.98,CORRECT,True
018_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_foggy.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.9934999942779541,99.35,CORRECT,True
018_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_lowlight.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.9872999787330627,98.73,CORRECT,True
018_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_noisy.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.9994999766349792,99.95,CORRECT,True
018_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_rainy.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.9983000159263611,99.83,CORRECT,True
018_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_resized.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,1.0,100.0,CORRECT,True
018_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\distortion\018_frontal_sunny.jpg,018_frontal,018_frontal,018_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\018_frontal\018_frontal.jpg,0.996399998664856,99.64,CORRECT,True
023_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_blurred.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,1.0,100.0,CORRECT,True
023_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_foggy.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,0.9908000230789185,99.08,CORRECT,True
023_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_lowlight.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,0.9936000108718872,99.36,CORRECT,True
023_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_noisy.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,0.9993000030517578,99.93,CORRECT,True
023_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_rainy.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,0.9986000061035156,99.86,CORRECT,True
023_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_resized.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,1.0,100.0,CORRECT,True
023_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\distortion\023_frontal_sunny.jpg,023_frontal,023_frontal,023_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\023_frontal\023_frontal.jpg,0.9972000122070312,99.72,CORRECT,True
024_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_blurred.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9998999834060669,99.99,CORRECT,True
024_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_foggy.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9936000108718872,99.36,CORRECT,True
024_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_lowlight.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9966999888420105,99.67,CORRECT,True
024_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_noisy.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9994000196456909,99.94,CORRECT,True
024_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_rainy.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9993000030517578,99.93,CORRECT,True
024_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_resized.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,1.0,100.0,CORRECT,True
024_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\distortion\024_frontal_sunny.jpg,024_frontal,024_frontal,024_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\024_frontal\024_frontal.jpg,0.9975000023841858,99.75,CORRECT,True
033_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_blurred.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9998999834060669,99.99,CORRECT,True
033_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_foggy.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9947999715805054,99.48,CORRECT,True
033_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_lowlight.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9918000102043152,99.18,CORRECT,True
033_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_noisy.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9957000017166138,99.57,CORRECT,True
033_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_rainy.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9951000213623047,99.51,CORRECT,True
033_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_resized.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,1.0,100.0,CORRECT,True
033_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\distortion\033_frontal_sunny.jpg,033_frontal,033_frontal,033_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\033_frontal\033_frontal.jpg,0.9746999740600586,97.47,CORRECT,True
034_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_blurred.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,1.0,100.0,CORRECT,True
034_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_foggy.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,0.9965000152587891,99.65,CORRECT,True
034_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_lowlight.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,0.9947999715805054,99.48,CORRECT,True
034_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_noisy.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,0.9993000030517578,99.93,CORRECT,True
034_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_rainy.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,0.9976999759674072,99.77,CORRECT,True
034_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_resized.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,1.0,100.0,CORRECT,True
034_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\distortion\034_frontal_sunny.jpg,034_frontal,034_frontal,034_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\034_frontal\034_frontal.jpg,0.9882000088691711,98.82,CORRECT,True
037_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_blurred.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,1.0,100.0,CORRECT,True
037_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_foggy.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,0.9955000281333923,99.55,CORRECT,True
037_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_lowlight.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,0.9927999973297119,99.28,CORRECT,True
037_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_noisy.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,0.9990000128746033,99.9,CORRECT,True
037_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_rainy.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,0.9990000128746033,99.9,CORRECT,True
037_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_resized.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,1.0,100.0,CORRECT,True
037_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\distortion\037_frontal_sunny.jpg,037_frontal,037_frontal,037_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\037_frontal\037_frontal.jpg,0.982699990272522,98.27,CORRECT,True
041_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_blurred.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,1.0,100.0,CORRECT,True
041_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_foggy.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,0.988099992275238,98.81,CORRECT,True
041_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_lowlight.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,0.9914000034332275,99.14,CORRECT,True
041_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_noisy.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,0.9977999925613403,99.78,CORRECT,True
041_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_rainy.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,0.996399998664856,99.64,CORRECT,True
041_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_resized.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,1.0,100.0,CORRECT,True
041_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\distortion\041_frontal_sunny.jpg,041_frontal,041_frontal,041_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\041_frontal\041_frontal.jpg,0.9975000023841858,99.75,CORRECT,True
046_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_blurred.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,1.0,100.0,CORRECT,True
046_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_foggy.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,0.9909999966621399,99.1,CORRECT,True
046_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_lowlight.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,0.9830999970436096,98.31,CORRECT,True
046_frontal_noisy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_noisy.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,0.9979000091552734,99.79,CORRECT,True
046_frontal_rainy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_rainy.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,0.9968000054359436,99.68,CORRECT,True
046_frontal_resized.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_resized.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,1.0,100.0,CORRECT,True
046_frontal_sunny.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\distortion\046_frontal_sunny.jpg,046_frontal,046_frontal,046_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\046_frontal\046_frontal.jpg,0.9927999973297119,99.28,CORRECT,True
049_frontal_blurred.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\distortion\049_frontal_blurred.jpg,049_frontal,049_frontal,049_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\049_frontal.jpg,1.0,100.0,CORRECT,True
049_frontal_foggy.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\distortion\049_frontal_foggy.jpg,049_frontal,049_frontal,049_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\049_frontal.jpg,0.9958999752998352,99.59,CORRECT,True
049_frontal_lowlight.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\distortion\049_frontal_lowlight.jpg,049_frontal,049_frontal,049_frontal.jpg,C:\COMSYS\face_gender_robust\Comys_Hackathon5\Comys_Hackathon5\Task_B\val\049_frontal\049_frontal.jpg,0.9758999943733215,97.59,CORRECT,True
